Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,Name,xMLBAMID,playerids,playerid,fg_auction_dollars
SDP,Padres,6,7,18,30,0,1,NA,106,455,104,57,53,17,94,40,NA,3,4.53971,1.3653,8.02794,3.39376,2.3655,1.40656,0.207136,0.0875655,0.11957037448883057,NA,0.253572,0.292019,0.717773,4.6103,367.9000000000001,3.470754716981133,372,3.509433962264151,0.566219,0.589116,7,999,29,NL,Griffin Canning,656288,19867,19867,-4.6511270697142715
TBR,Rays,4,3,0,63,3,12,NA,63,262,53,29,27,8,70,23,NA,2,3.79586,1.20897,9.98788,3.24137,3.08138,1.16008,0.267227,0.0867233,0.18050376325845718,NA,0.225216,0.284526,0.733936,3.74322,358.00000000000006,5.682539682539684,339,5.380952380952381,0.563834,0.372392,0,999,12,AL,Bryan Baker,641329,19804,19804,NA
MIN,Twins,4,4,0,68,2,13,NA,68,286,63,32,30,8,67,21,NA,4,3.91798,1.23033,8.90427,2.78884,3.19282,0.997522,0.235044,0.0736165,0.16142787784337997,NA,0.239297,0.294804,0.710524,3.68551,362.00000000000006,5.3235294117647065,357,5.25,0.559131,0.33947,0,721.66998291015625,8,AL,Cole Sands,663485,21461,21461,NA
STL,Cardinals,5,3,0,64,14,9,NA,64,272,57,27,25,6,62,25,NA,2,3.49155,1.29365,8.69399,3.58062,2.42807,0.831931,0.227672,0.0937666,0.13390541076660156,NA,0.235301,0.292279,0.746362,3.71243,400.59999999999997,6.2593749999999995,391,6.109375,0.556338,0.902839,0,491.510009765625,28,NL,JoJo Romero,668941,19574,19574,4.754116306400144
BOS,Red Sox,3,3,5,27,0,1,NA,48,204,43,22,20,5,49,17,NA,3,3.80177,1.2726,9.21522,3.28069,2.80893,0.948663,0.23957,0.0852887,0.15428125858306885,NA,0.236609,0.296346,0.72269,3.7658,223.90000000000003,4.664583333333334,217,4.520833333333333,0.548759,0.49539299999999997,2,258.1199951171875,3,AL,Connelly Early,813349,33666,33666,NA
TEX,Rangers,4,4,8,36,0,1,NA,71,300,71,37,35,11,61,17,NA,2,4.35598,1.22551,7.65346,2.15189,3.55662,1.38499,0.202633,0.0569734,0.14565932750701904,NA,0.251164,0.28481,0.698815,4.24293,274.5,3.8661971830985915,281,3.9577464788732395,0.54801,0.272186,3,999,13,AL,Cody Bradford,674003,27597,27597,NA
KCR,Royals,4,4,8,41,0,1,NA,77,335,81,40,36,8,55,24,NA,5,4.2337,1.35682,6.39539,2.81838,2.26918,0.908058,0.164295,0.0724029,0.09189201146364212,NA,0.264297,0.300499,0.695802,4.15443,287.80000000000007,3.7376623376623384,308,4,0.534697,0.477759,3,999,7,AL,Stephen Kolek,663568,21487,21487,NA
LAD,Dodgers,5,4,0,58,1,14,NA,58,250,53,27,25,7,65,22,NA,3,3.93735,1.28154,10.0181,3.33677,3.00233,1.09745,0.258464,0.0860879,0.17237606644630432,NA,0.234466,0.29774,0.731096,3.76058,321.3,5.539655172413793,315,5.431034482758621,0.533615,0.378474,0,999,22,NL,Blake Treinen,595014,12572,12572,-0.1561249586394744
NYM,Mets,4,3,0,52,2,14,NA,52,214,43,22,20,6,58,18,NA,1,3.41544,1.17831,10.089,3.12429,3.2292,1.03241,0.272433,0.0843654,0.18806763738393784,NA,0.222235,0.286087,0.750512,3.50856,324.2,6.234615384615385,307,5.903846153846154,0.528285,0.577572,0,999,25,NL,A.J. Minter,621345,18655,18655,1.9663276473772382
NA,NA,2,2,6,6,0,0,NA,34,146,35,16,15,4,28,11,NA,1,3.99108,1.35088,7.47981,2.93794,2.54593,0.945265,0.193051,0.0758271,0.11722356826066971,NA,0.259685,0.305573,0.722505,3.9187,131.40000000000003,3.864705882352942,138,4.0588235294117645,0.525989,0.521248,3,999,-1,NA,Alex Cobb,502171,6562,6562,NA
COL,Rockies,3,3,0,77,2,15,NA,77,332,78,42,39,11,70,25,NA,5,4.57496,1.33824,8.21634,2.88379,2.84914,1.32714,0.211616,0.0742735,0.13734222948551178,NA,0.258927,0.303205,0.698362,4.37572,351.7,4.567532467532468,362,4.701298701298701,0.518185,0.587114,0,999,19,NL,Jimmy Herget,623474,17556,17556,-5.940866041119959
ATH,Athletics,3,3,6,30,0,1,NA,57,246,55,29,26,7,55,20,NA,4,4.1396,1.3036,8.60781,3.15134,2.73147,1.12671,0.22276,0.0815532,0.1412070170044899,NA,0.245808,0.296101,0.712997,4.09382,234.69999999999993,4.117543859649121,236,4.140350877192983,0.516856,0.392715,2,999,10,AL,J.T. Ginn,669372,27889,27889,NA
SDP,Padres,4,3,0,61,1,15,NA,61,252,50,26,24,7,64,23,NA,5,3.52257,1.18748,9.50269,3.36654,2.82268,0.960316,0.255628,0.0905618,0.165065698325634,NA,0.22115,0.280936,0.731933,3.76744,344.30000000000007,5.644262295081968,323,5.295081967213115,0.515683,0.663988,0,999,29,NL,Jason Adam,592094,11861,11861,1.6673828808178837
HOU,Astros,5,6,13,29,0,1,NA,86,373,79,46,42,13,86,38,NA,5,4.45291,1.36484,9.03745,4.0097,2.2539,1.32641,0.231158,0.102559,0.12859874963760376,NA,0.239236,0.28684,0.718452,4.54666,318.1,3.698837209302326,308,3.5813953488372094,0.511663,0.560221,5,608.1199951171875,21,AL,Spencer Arrighetti,681293,29921,29921,NA
MIN,Twins,3,3,0,63,6,11,NA,63,272,64,31,28,6,52,20,NA,4,4.03203,1.3431,7.40733,2.91807,2.53844,0.82834700000000006,0.190301,0.0749676,0.11533309519290924,NA,0.258782,0.306685,0.703928,3.84883,332,5.26984126984127,343,5.444444444444445,0.508944,0.276191,0,741.739990234375,8,AL,Justin Topa,623437,15145,15145,NA
KCR,Royals,4,4,0,65,31,2,NA,65,273,59,32,30,8,58,24,NA,3,4.17128,1.27485,8.07648,3.26293,2.47522,1.12968,0.213524,0.0862644,0.1272592395544052,NA,0.240011,0.283201,0.708093,4.17718,427.20000000000005,6.572307692307693,419,6.446153846153846,0.508321,0.443437,0,95.51000213623047,7,AL,Carlos Estévez,608032,14542,14542,NA
HOU,Astros,4,3,0,67,1,17,NA,67,280,61,30,27,9,66,20,NA,4,3.6693,1.20811,8.9316,2.72567,3.27685,1.15351,0.237385,0.0724431,0.1649422124028206,NA,0.236959,0.287837,0.744923,3.8972,359.4999999999999,5.365671641791043,351,5.2388059701492535,0.504726,0.570699,0,999,21,AL,Bryan King,687911,25890,25890,NA
CHC,Cubs,5,3,0,66,1,15,NA,66,274,58,28,27,9,69,22,NA,1,3.62904,1.21362,9.40045,3.00523,3.12804,1.17053,0.251212,0.0803099,0.17090222239494324,NA,0.230899,0.284457,0.759572,3.78056,360.9000000000001,5.46818181818182,347,5.257575757575758,0.498666,0.658934,0,999,17,NL,Caleb Thielbar,573204,10078,10078,2.223644712658568
PIT,Pirates,4,4,3,53,0,4,NA,68,289,65,30,28,7,60,23,NA,3,3.72792,1.29498,8.00424,3.04212,2.63114,0.865973,0.20904,0.0794483,0.12959154695272446,NA,0.246804,0.297645,0.730309,3.73842,306.1,4.5014705882352946,307,4.514705882352941,0.495657,0.571537,1,999,27,NL,Carmen Mlodzinski,669387,27572,27572,-1.3011904726509007
BOS,Red Sox,5,5,6,56,0,4,NA,86,362,82,44,41,13,81,25,NA,3,4.30812,1.24098,8.39124,2.59066,3.23904,1.3692,0.222376,0.068655,0.15372096002101898,NA,0.246581,0.288037,0.70861,4.23016,357.3,4.154651162790698,355,4.127906976744186,0.493874,0.409352,2,741.6300048828125,3,AL,Kutter Crawford,676710,20531,20531,NA
CIN,Reds,3,3,0,70,4,13,NA,70,302,62,35,33,9,73,31,NA,5,4.26538,1.33876,9.3914,4.04996,2.31889,1.16101,0.241659,0.104213,0.13744564354419708,NA,0.233665,0.288764,0.718865,4.26854,356.09999999999997,5.087142857142856,343,4.9,0.492469,0.545022,0,605.280029296875,18,NL,Tony Santillan,663574,19926,19926,-3.203736471707999
CHW,White Sox,3,3,2,62,2,10,NA,69,299,65,33,30,7,66,28,NA,3,3.92838,1.33884,8.5694,3.60679,2.37591,0.952393,0.22049,0.0928026,0.1276877298951149,NA,0.242464,0.296075,0.725629,3.95467,344.5,4.992753623188406,343,4.971014492753623,0.475915,0.40911,1,999,4,AL,Sean Newcomb,656794,16943,16943,NA
WSN,Nationals,5,7,16,24,0,1,NA,98,423,102,57,53,16,74,32,NA,4,4.82927,1.36788,6.73192,2.9363,2.29266,1.44461,0.173939,0.0758677,0.09807088226079941,NA,0.264875,0.291373,0.691285,4.82925,307.2000000000001,3.1346938775510216,326,3.326530612244898,0.470534,0.464176,6,999,24,NL,Jake Irvin,663623,21504,21504,-8.532155666326693
TOR,Blue Jays,3,3,0,56,4,11,NA,56,235,48,25,24,7,61,20,NA,3,3.81937,1.21554,9.81736,3.26592,3.006,1.10125,0.259607,0.0863629,0.17324379831552505,NA,0.2257,0.284754,0.730534,3.81611,320.50000000000006,5.7232142857142865,306,5.464285714285714,0.456957,0.51433,0,741.510009765625,14,AL,Yimi García,554340,12095,12095,NA
LAA,Angels,5,7,18,18,0,0,NA,98,430,101,57,53,16,75,39,NA,4,4.866,1.4304,6.91712,3.59217,1.92561,1.47603,0.175237,0.0910033,0.0842335894703865,NA,0.261281,0.287707,0.706709,5.04675,286.80000000000007,2.926530612244899,303,3.0918367346938775,0.455483,0.41087,8,999,1,AL,Tyler Anderson,542881,12880,12880,NA
NA,NA,2,2,0,43,0,0,NA,43,186,40,19,17,5,47,16,NA,1,3.61899,1.30368,9.7877,3.37188,2.90274,0.989184,0.250866,0.0864238,0.16444237530231476,NA,0.23652,0.299991,0.758604,3.6104,195.7,4.551162790697674,193,4.488372093023256,0.453045,0.395674,0,999,-1,NA,Justin Wilson,458677,4301,4301,NA
HOU,Astros,3,3,0,64,0,14,NA,64,266,53,29,27,9,73,23,NA,3,3.85018,1.19793,10.2705,3.27407,3.13693,1.31382,0.274738,0.087582,0.1871563047170639,NA,0.223071,0.28063,0.742745,3.99348,349.1,5.4546875,327,5.109375,0.448202,0.40577,0,999,21,AL,Steven Okert,595345,13580,13580,NA
LAA,Angels,3,4,0,56,4,12,NA,56,237,46,27,24,7,67,26,NA,3,3.92146,1.28442,10.7044,4.24003,2.5246,1.09763,0.281164,0.11137,0.16979455947875977,NA,0.219588,0.288971,0.727368,3.92109,323.70000000000005,5.780357142857143,304,5.428571428571429,0.441889,0.306034,0,298.260009765625,1,AL,Kirby Yates,489446,9073,9073,NA
NYM,Mets,3,3,0,62,1,14,NA,62,260,54,28,26,6,61,22,NA,5,3.80236,1.23157,8.79131,3.1975,2.74943,0.921151,0.232769,0.0846606,0.148108072578907,NA,0.233319,0.28915,0.714866,3.83429,346.5999999999999,5.59032258064516,334,5.387096774193548,0.441321,0.371713,0,999,25,NL,Brooks Raley,548384,10061,10061,-0.8134434050564847
NA,NA,2,2,0,46,0,0,NA,46,192,41,20,19,5,45,17,NA,1,3.66215,1.25892,8.87858,3.30781,2.68413,0.97726,0.236151,0.0879806,0.14817078411579132,NA,0.235819,0.291561,0.742954,3.76617,208.30000000000004,4.5282608695652184,201,4.369565217391305,0.438296,0.46017,0,999,-1,NA,Danny Coulombe,543056,13293,13293,NA
NYM,Mets,4,3,0,67,4,14,NA,67,283,61,32,30,9,73,22,NA,2,3.99709,1.23887,9.74855,2.98432,3.26659,1.26967,0.256312,0.0784647,0.17784713208675385,NA,0.234997,0.290607,0.727958,3.89828,376.4999999999999,5.619402985074625,368,5.492537313432836,0.43775,0.341004,0,732.5999755859375,25,NL,Luke Weaver,596133,16918,16918,0.5165048522325765
CHC,Cubs,4,5,8,44,0,1,NA,82,349,83,43,40,12,65,23,NA,4,4.37202,1.29279,7.13905,2.53666,2.81435,1.31391,0.186238,0.0661743,0.12006331980228424,NA,0.256994,0.288847,0.707686,4.42308,296.40000000000003,3.614634146341464,307,3.7439024390243905,0.434859,0.414277,3,999,17,NL,Colin Rea,607067,12317,12317,-4.363543380231156
CLE,Guardians,3,3,0,68,3,16,NA,68,285,62,31,29,8,68,21,NA,4,3.80548,1.21496,8.98991,2.75993,3.2573,1.11581,0.23862,0.073257,0.16536302864551544,NA,0.237693,0.290656,0.728547,3.84332,383.6000000000001,5.641176470588237,376,5.529411764705882,0.428929,0.451235,0,999,5,AL,Shawn Armstrong,542888,12857,12857,NA
MIN,Twins,4,3,0,61,20,5,NA,61,266,56,30,28,8,65,27,NA,4,4.13475,1.36131,9.51757,4.02133,2.36677,1.10981,0.242917,0.102636,0.1402805745601654,NA,0.23833,0.297855,0.725644,4.17206,364.4000000000001,5.97377049180328,358,5.868852459016393,0.427675,0.294332,0,401.1199951171875,8,AL,Taylor Rogers,573124,13449,13449,NA
BOS,Red Sox,3,2,5,29,0,1,NA,48,204,45,23,22,7,50,16,NA,2,4.02718,1.24495,9.32051,2.89039,3.22465,1.25546,0.245431,0.0761107,0.16931986063718796,NA,0.23902,0.291581,0.725681,3.9413299999999998,202.10000000000002,4.210416666666667,199,4.145833333333333,0.426987,0.336672,2,626.29998779296875,3,AL,Payton Tolle,801139,35466,35466,NA
TEX,Rangers,3,3,6,18,0,1,NA,49,211,50,26,24,7,40,16,NA,2,4.36678,1.34589,7.38743,2.89356,2.55306,1.23102,0.19069,0.0746906,0.11599909514188766,NA,0.259233,0.296461,0.7121,4.33036,176.5,3.6020408163265305,184,3.7551020408163267,0.425303,0.347103,2,999,13,AL,Jordan Montgomery,656756,16511,16511,NA
WSN,Nationals,3,3,0,63,17,9,NA,63,271,53,30,28,7,72,33,NA,3,3.977,1.3577,10.2453,4.66243,2.19742,1.02324,0.264359,0.120304,0.14405479282140732,NA,0.224103,0.291004,0.731743,4.01468,399.3,6.338095238095239,381,6.0476190476190474,0.419065,0.571315,0,316.44000244140625,24,NL,Clayton Beeter,690925,27494,27494,1.0058029179843262
COL,Rockies,3,4,0,64,22,4,NA,64,281,62,33,30,7,62,31,NA,2,4.25351,1.45754,8.68229,4.34397,1.9987,0.989684,0.21956,0.109852,0.10970872640609741,NA,0.250916,0.307731,0.726947,4.16081,377.3,5.8953125,380,5.9375,0.416667,0.787421,0,457.9800109863281,19,NL,Victor Vodnik,680767,24614,24614,-0.7161472919870944
BAL,Orioles,4,3,0,60,1,12,NA,60,254,57,27,24,6,55,21,NA,2,3.66222,1.30358,8.21516,3.16132,2.59864,0.893761,0.215313,0.0828561,0.13245736807584763,NA,0.247231,0.300374,0.738553,3.7628,316,5.266666666666667,316,5.266666666666667,0.40388,0.361018,0,999,2,AL,Yennier Cano,666974,25911,25911,NA
ATL,Braves,4,3,0,63,0,13,NA,63,268,55,30,28,8,70,27,NA,2,4.01786,1.29416,10.0146,3.83333,2.61252,1.14063,0.261634,0.100146,0.16148753464221954,NA,0.2291,0.29075,0.729245,3.94701,329.80000000000007,5.234920634920636,316,5.015873015873016,0.401563,0.349286,0,999,16,NL,Tyler Kinley,641755,18297,18297,-1.8016888521514622
SEA,Mariners,4,2,0,58,0,12,NA,58,239,48,24,21,7,67,18,NA,3,3.33573,1.13535,10.345,2.76648,3.73943,1.01123,0.279426,0.0747242,0.2047015205025673,NA,0.220483,0.286999,0.746108,3.37213,337.3,5.81551724137931,318,5.482758620689655,0.397568,0.313434,0,999,11,AL,Gabe Speier,642100,17170,17170,NA
ATH,Athletics,3,3,0,65,8,10,NA,65,276,59,32,30,9,65,24,NA,4,4.14886,1.27826,9.02643,3.32303,2.71633,1.29258,0.23624,0.0869703,0.14926961809396744,NA,0.238129,0.286582,0.728431,4.28043,342.9,5.275384615384615,334,5.138461538461539,0.39581,0.404408,0,425.1600036621094,10,AL,Justin Sterner,686993,27694,27694,NA
SEA,Mariners,3,3,0,68,1,14,NA,68,283,59,30,27,8,69,23,NA,3,3.62667,1.20631,9.18545,3.03265,3.02885,1.03927,0.245045,0.0809035,0.16414103657007217,NA,0.229609,0.284467,0.738544,3.73144,372.4000000000001,5.476470588235295,357,5.25,0.395025,0.26755,0,999,11,AL,Eduard Bazardo,660825,20997,20997,NA
PHI,Phillies,6,8,16,50,0,1,NA,120,525,129,71,66,20,84,43,NA,5,4.96317,1.43165,6.33729,3.21838,1.96909,1.49602,0.160795,0.0816595,0.07913565635681152,NA,0.269954,0.292067,0.699527,5.08917,334.6,2.7883333333333336,368,3.066666666666667,0.393915,0.346567,5,999,26,NL,Taijuan Walker,592836,11836,11836,-12.120226975793793
MIN,Twins,4,4,5,45,0,1,NA,64,276,62,31,29,7,59,23,NA,4,4.06141,1.34125,8.34939,3.31296,2.52022,1.0111,0.213401,0.0846756,0.1287255510687828,NA,0.24816,0.298745,0.720743,4.01762,267.3,4.1765625,270,4.21875,0.390879,0.381003,2,999,8,AL,Connor Prielipp,687570,sa3020808,sa3020808,NA
DET,Tigers,4,4,3,55,0,6,NA,70,297,62,33,31,9,78,26,NA,3,3.9298,1.25866,10.0068,3.29143,3.04025,1.14044,0.262108,0.0862127,0.1758953407406807,NA,0.23334,0.296046,0.727036,3.80439,339.1,4.844285714285714,326,4.6571428571428575,0.390135,0.317427,1,999,6,AL,Drew Anderson,623454,15130,15130,NA
ATL,Braves,2,3,8,8,0,0,NA,45,195,47,24,22,6,34,17,NA,1,4.52822,1.43527,6.8978,3.4169,2.01873,1.15448,0.174854,0.0866159,0.08823832869529724,NA,0.265839,0.301459,0.71134,4.50693,151,3.3555555555555556,161,3.577777777777778,0.387566,0.439979,4,999,16,NL,Martín Pérez,527048,6902,6902,-7.985602755529079
STL,Cardinals,3,3,0,63,16,9,NA,63,272,55,28,26,6,65,28,NA,6,3.70992,1.31622,9.33016,4.021,2.32036,0.80095,0.24013,0.103489,0.13664182275533676,NA,0.230091,0.294174,0.727084,3.83417,393.4000000000001,6.244444444444446,381,6.0476190476190474,0.384092,0.734301,0,251.80999755859375,28,NL,Riley O'Brien,676617,20348,20348,2.2013801098651884
TEX,Rangers,3,3,0,65,1,14,NA,65,273,63,32,29,8,57,17,NA,3,4.08037,1.2287,7.84461,2.34809,3.34084,1.12454,0.207728,0.0621782,0.14554935321211815,NA,0.249106,0.291794,0.699698,3.94896,333.8,5.135384615384615,336,5.1692307692307695,0.382965,0.115903,0,999,13,AL,Jakob Junis,596001,13619,13619,NA
DET,Tigers,3,3,5,37,0,1,NA,57,243,56,28,26,8,51,17,NA,1,4.07442,1.2669,8.01554,2.67332,2.99834,1.23284,0.210736,0.0702841,0.14045149832963943,NA,0.248449,0.289589,0.723563,4.10231,229.79999999999998,4.031578947368421,233,4.087719298245614,0.379301,0.321038,2,466.0199890136719,6,AL,Troy Melton,675512,31807,31807,NA
BOS,Red Sox,4,4,0,61,0,13,NA,61,258,57,30,27,7,58,22,NA,2,3.98664,1.28883,8.55678,3.17709,2.69327,1.06793,0.225053,0.083561,0.14149159938097,NA,0.24359,0.294752,0.717051,3.92459,313.1000000000001,5.132786885245903,310,5.081967213114754,0.379283,0.278245,0,999,3,AL,Justin Slaten,686580,25648,25648,NA
DET,Tigers,4,4,0,72,1,14,NA,72,294,66,32,29,9,60,19,NA,2,3.65313,1.18044,7.55769,2.33569,3.23575,1.09365,0.205645,0.063554,0.14209062606096268,NA,0.242723,0.28219,0.729217,3.90346,368.5000000000001,5.118055555555557,361,5.013888888888889,0.377179,0.510201,0,999,6,AL,Tyler Holton,663947,26231,26231,NA
MIN,Twins,4,4,0,65,3,15,NA,65,282,61,30,28,6,62,27,NA,5,3.8623,1.34751,8.56882,3.72473,2.30052,0.830811,0.219733,0.0955146,0.12421863526105881,NA,0.242802,0.300381,0.724958,3.89389,351.6,5.40923076923077,350,5.384615384615385,0.376959,0.477937,0,999,8,AL,Kody Funderburk,681892,24993,24993,NA
CLE,Guardians,3,3,0,66,3,14,NA,66,278,60,31,28,9,64,21,NA,4,3.86895,1.22843,8.77541,2.87726,3.04992,1.19751,0.231563,0.0759242,0.15563837438821793,NA,0.236826,0.284231,0.733276,4.03551,345.7000000000001,5.237878787878789,337,5.106060606060606,0.372453,0.392806,0,999,5,AL,Hunter Gaddis,683769,25636,25636,NA
ATL,Braves,4,3,0,60,0,12,NA,60,260,56,26,24,5,62,23,NA,5,3.57324,1.31564,9.29698,3.48197,2.67004,0.7285,0.238161,0.0891976,0.1489635705947876,NA,0.240062,0.307749,0.729966,3.52714,324.9,5.415,323,5.383333333333334,0.36879,0.461585,0,999,16,NL,Aaron Bummer,607481,16258,16258,-1.0967194717964106
NA,NA,3,4,11,11,0,0,NA,59,260,62,34,31,8,41,23,NA,2,4.71214,1.44162,6.31144,3.49858,1.804,1.1614,0.159831,0.0885984,0.07123305648565292,NA,0.266099,0.295494,0.693371,4.70262,184.00000000000006,3.118644067796611,198,3.3559322033898304,0.365483,0.277409,5,999,-1,NA,Marcus Stroman,573186,13431,13431,NA
NA,NA,3,4,10,10,0,0,NA,52,229,50,29,27,7,51,24,NA,4,4.6238,1.42436,8.92404,4.11523,2.16854,1.2684,0.22379,0.103198,0.12059149146080017,NA,0.248741,0.299825,0.709661,4.61235,186.70000000000005,3.5903846153846164,187,3.5961538461538463,0.365375,0.338125,5,999,-1,NA,Charlie Morton,450203,4676,4676,NA
KCR,Royals,3,3,0,64,1,14,NA,64,272,60,31,29,7,59,23,NA,3,4.04501,1.29991,8.34132,3.27853,2.54423,1.03269,0.218014,0.0856898,0.13232442736625671,NA,0.243756,0.293507,0.715169,4.01156,332.5,5.1953125,330,5.15625,0.3614,0.317948,0,999,7,AL,John Schreiber,670167,20020,20020,NA
PHI,Phillies,3,3,0,62,0,12,NA,62,259,58,29,27,8,58,18,NA,2,3.85373,1.22623,8.4787,2.54733,3.32847,1.16465,0.22525,0.0676736,0.15757594257593155,NA,0.244051,0.29134,0.731917,3.8861,313.59999999999997,5.058064516129032,310,5,0.358194,0.343744,0,999,26,NL,Tanner Banks,621383,16990,16990,-1.797432388626933
WSN,Nationals,6,8,21,21,0,0,NA,114,502,114,68,63,20,99,48,NA,6,4.97326,1.41694,7.82329,3.79199,2.06311,1.56106,0.198087,0.0960139,0.10207352787256241,NA,0.254431,0.286429,0.70334,5.0769,337.19999999999993,2.9578947368421047,346,3.0350877192982457,0.357309,0.423529,9,999,24,NL,Josiah Gray,680686,24580,24580,-10.164970193963422
LAA,Angels,5,7,16,16,0,0,NA,86,379,86,51,48,14,76,38,NA,4,4.9932,1.43171,7.92105,3.93879,2.01104,1.46603,0.200293,0.0995969,0.10069622844457626,NA,0.254602,0.29048,0.695652,4.96172,266.6,3.1,274,3.186046511627907,0.353531,0.287564,7,999,1,AL,Caden Dana,702674,31508,31508,NA
SFG,Giants,3,4,8,24,0,1,NA,62,270,63,32,29,7,48,21,NA,5,4.21853,1.34873,6.95333,3.0005,2.31739,0.985381,0.177673,0.0766695,0.10100368410348892,NA,0.258036,0.296729,0.702007,4.25383,230.89999999999992,3.7241935483870954,241,3.8870967741935485,0.353227,0.487108,3,999,30,NL,Trevor McDonald,686790,26448,26448,-5.814560548610057
MIL,Brewers,4,3,0,64,1,13,NA,64,280,56,29,26,6,67,31,NA,4,3.72269,1.37214,9.42185,4.41062,2.13618,0.776646,0.239493,0.112113,0.12738007307052612,NA,0.230842,0.296056,0.735286,3.81357,340.20000000000005,5.315625000000001,328,5.125,0.350531,0.467774,0,999,23,NL,Aaron Ashby,676879,23550,23550,-1.57782221998754
DET,Tigers,4,4,0,64,4,13,NA,64,270,60,30,28,8,60,23,NA,1,3.92362,1.30253,8.37648,3.22199,2.59979,1.08984,0.220212,0.0847037,0.1355080083012581,NA,0.245087,0.293871,0.732181,3.96583,339.20000000000005,5.300000000000001,336,5.25,0.347627,0.364293,0,573.6500244140625,6,AL,Kyle Finnegan,640448,15009,15009,NA
WSN,Nationals,3,5,6,34,0,1,NA,63,272,65,34,32,9,48,21,NA,1,4.55607,1.37621,6.80696,3.06504,2.22084,1.23474,0.175152,0.0788675,0.09628428518772125,NA,0.261793,0.293377,0.701987,4.49244,220.50000000000006,3.500000000000001,232,3.6825396825396823,0.339592,0.281011,2,999,24,NL,Mitchell Parker,680730,27636,27636,-7.367233200954335
DET,Tigers,4,3,0,60,23,4,NA,60,250,53,29,27,9,60,22,NA,2,4.10749,1.24153,9.04026,3.24058,2.7897,1.27738,0.240751,0.0862997,0.1544509381055832,NA,0.232956,0.2804,0.719267,4.13656,374.49999999999994,6.241666666666665,362,6.033333333333333,0.337976,0.311027,0,134.19000244140625,6,AL,Kenley Jansen,445276,3096,3096,NA
SFG,Giants,3,4,8,26,0,1,NA,58,255,53,31,29,7,58,28,NA,4,4.40778,1.38885,8.92925,4.29822,2.07743,1.15376,0.226934,0.109238,0.11769617348909378,NA,0.237946,0.289022,0.713055,4.44393,229.3,3.953448275862069,223,3.8448275862068964,0.337578,0.313869,3,999,30,NL,Hayden Birdsong,806185,31635,31635,-6.623349519310544
LAD,Dodgers,2,2,5,19,0,1,NA,40,171,40,21,20,6,35,13,NA,1,4.43271,1.31771,7.94916,2.95731,2.68797,1.29875,0.206701,0.0768984,0.12980248779058456,NA,0.252511,0.292364,0.704276,4.31227,150.2,3.755,154,3.85,0.336293,0.234307,2,741.70001220703125,22,NL,Gavin Stone,694813,27792,27792,-6.539045337966732
TBR,Rays,3,2,0,60,1,12,NA,60,253,57,29,27,8,56,18,NA,2,3.9924,1.24296,8.4003,2.62667,3.19808,1.1651,0.221387,0.069225,0.15216241776943207,NA,0.244937,0.29134,0.716255,3.95007,302.40000000000003,5.040000000000001,301,5.016666666666667,0.318333,0.156404,0,999,12,AL,Mason Englert,669438,22288,22288,NA
BAL,Orioles,4,3,0,66,3,15,NA,66,278,61,31,29,9,67,23,NA,2,3.9307,1.26881,9.18156,3.15364,2.91142,1.25229,0.241845,0.0830678,0.15877729654312134,NA,0.238928,0.290277,0.744906,4.02693,353.10000000000014,5.350000000000002,347,5.257575757575758,0.314621,0.328339,0,999,2,AL,Keegan Akin,669211,19362,19362,NA
LAD,Dodgers,3,2,5,25,0,1,NA,44,192,40,23,21,6,46,21,NA,2,4.36721,1.37504,9.40902,4.19025,2.24546,1.20296,0.240341,0.107034,0.13330645859241486,NA,0.237146,0.292102,0.71501,4.32642,174.8,3.972727272727273,169,3.840909090909091,0.313261,0.179473,2,999,22,NL,Kyle Hurt,669165,27514,27514,-5.45832384491114
